CNA	Gene	KEGG	Cosmic
chr4_65004412_88912644	MIR4452,SMR3A,TMPRSS11BNL,MOB1B,TMPRSS11B,SOWAHB,LOC550113,DSPP,CXCL10,LOC101927237,LINC00989,ADAMTS3,DMP1,THAP9-AS1,MTHFD2L,NPFFR2,NUP54,CXCL3,SULT1E1,PRDM8,GC,FRAS1,AFF1,CSN1S1,CCNI,LOC101928809,SNORD144,ODAM,UGT2A2,TMEM150C,DCK,C4orf22,HNRNPD,LOC728040,HTN1,PAQR3,CABS1,MIR5705,UGT2B17,EPHA5-AS1,MRPL1,CXCL13,CXCL5,CCDC158,NUDT9,GK2,UGT2B11,BMP3,LOC101928978,CXCL6,CSN3,BTC,LIN54,ART3,SDAD1,ANXA3,MIR4451,G3BP2,SPP1,WDFY3,UGT2B7,CSN1S2BP,RCHY1,LOC101929064,MEPE,USO1,UBA6-AS1,RUFY3,CXCL2,ANKRD17,FTLP10,OPRPN,SLC10A6,PPBPP2,RASGEF1B,TECRL,HPSE,LOC101928942,SEPT11,MIR1269A,UTP3,UBA6,PF4,UGT2A3,CSN2,HNRNPDL,EREG,SYT14P1,LOC401134,NAAA,LINC00575,SMR3B,PLAC8,ARHGAP24,ALB,UGT2B10,COX18,UGT2B15,MIR4450,LOC105377267,COPS4,FAM47E,MIR5096,TMPRSS11GP,NKX6-1,SNORD143,AMBN,PRKG2,MUC7,CDS1,TMPRSS11E,PCAT4,HSD17B11,AFM,CENPC,TMPRSS11D,HTN3,AREG,KLHL8,CDKL2,MIR575,ENOPH1,FAM47E-STBD1,THAP6,NAA11,CXCL9,YTHDC1,SCARB2,LOC441025,C4orf26,GNRHR,PPBP,SHROOM3,LINC01094,SULT1B1,MAPK10,BMP2K,MRPS18C,PPEF2,SPARCL1,CSN1S2AP,SLC4A4,EPHA5,LOC100506746,CCNG2,RASSF6,SCD5,CXCL1,MIR548AH,PTPN13,PRR27,WDFY3-AS2,IBSP,COQ2,CXCL11,ENAM,ANTXR2,EPGN,UGT2B4,GPAT3,TMPRSS11F,STBD1,FGF5,THAP9,JCHAIN,STATH,CXCL8,SEC31A,PARM1,UGT2A1,PF4V1,AFP,FAM175A,GRSF1,UGT2B28,LINC01088,FDCSP,CNOT6L,TMPRSS11A,HSD17B13,HELQ,LOC100507388,AMTN,C4orf36,STAP1	Ascorbate and aldarate metabolism_UGT2A2/UGT2B17/UGT2B11/UGT2B7/UGT2A3/UGT2B10/UGT2B15/UGT2B4/UGT2A1/UGT2B28,Pentose and glucuronate interconversions_UGT2A2/UGT2B17/UGT2B11/UGT2B7/UGT2A3/UGT2B10/UGT2B15/UGT2B4/UGT2A1/UGT2B28,Porphyrin and chlorophyll metabolism_UGT2A2/UGT2B17/UGT2B11/UGT2B7/UGT2A3/UGT2B10/UGT2B15/UGT2B4/UGT2A1/UGT2B28,Steroid hormone biosynthesis_SULT1E1/UGT2A2/UGT2B17/UGT2B11/UGT2B7/UGT2A3/UGT2B10/UGT2B15/UGT2B4/UGT2A1/UGT2B28,Retinol metabolism_UGT2A2/UGT2B17/UGT2B11/UGT2B7/UGT2A3/UGT2B10/UGT2B15/UGT2B4/UGT2A1/UGT2B28,Drug metabolism - cytochrome P450_UGT2A2/UGT2B17/UGT2B11/UGT2B7/UGT2A3/UGT2B10/UGT2B15/UGT2B4/UGT2A1/UGT2B28,Metabolism of xenobiotics by cytochrome P450_UGT2A2/UGT2B17/UGT2B11/UGT2B7/UGT2A3/UGT2B10/UGT2B15/UGT2B4/UGT2A1/UGT2B28,Drug metabolism - other enzymes_UGT2A2/UGT2B17/UGT2B11/UGT2B7/UGT2A3/UGT2B10/UGT2B15/UGT2B4/UGT2A1/UGT2B28,Chemical carcinogenesis_UGT2A2/UGT2B17/UGT2B11/UGT2B7/UGT2A3/UGT2B10/UGT2B15/UGT2B4/UGT2A1/UGT2B28,Chemokine signaling pathway_CXCL10/CXCL3/CXCL13/CXCL5/CXCL6/CXCL2/PF4/CXCL9/PPBP/CXCL1/CXCL11/CXCL8/PF4V1,Cytokine-cytokine receptor interaction_CXCL10/CXCL3/CXCL13/CXCL5/CXCL6/CXCL2/PF4/CXCL9/PPBP/CXCL1/CXCL11/CXCL8/PF4V1,IL-17 signaling pathway_CXCL10/CXCL3/CXCL5/CXCL6/CXCL2/MAPK10/CXCL1/CXCL8,Toll-like receptor signaling pathway_CXCL10/SPP1/CXCL9/MAPK10/CXCL11/CXCL8,TNF signaling pathway_CXCL10/CXCL3/CXCL5/CXCL2/MAPK10/CXCL1,Salmonella infection_CXCL3/CXCL2/MAPK10/CXCL1/CXCL8,Salivary secretion_HTN1/PRKG2/MUC7/HTN3/STATH,Legionellosis_CXCL3/CXCL2/CXCL1/CXCL8,NOD-like receptor signaling pathway_CXCL3/CXCL2/MAPK10/CXCL1/ANTXR2/CXCL8,Pertussis_CXCL5/CXCL6/MAPK10/CXCL8	AFF1_oncogene,PTPN13_TSG
chr4_89984760_93251116	TIGD2,GPRIN3,MMRN1,SNCA,CCSER1,GRID2,LNCPRESS2,SNCA-AS1	NA	NA
chr4_97087499_97345831	NA	NA	NA
chr4_105622902_105724715	NA	NA	NA
chr4_107266809_107350927	GIMD1,AIMP1	NA	NA
chr4_111358330_111886106	PITX2,ENPEP	Renin-angiotensin system_ENPEP,TGF-beta signaling pathway_PITX2	NA
chr4_113495997_113629622	MIR302C,ZGRF1,LARP7,MIR302B,MIR302A,MIR302D,MIR367	NA	NA
chr4_113724791_114296701	ANK2,MIR1243,MIR8082	Proteoglycans in cancer_ANK2	NA
chr4_116549232_117014125	NA	NA	NA
chr4_120313876_122716974	LINC01365,PP12613,TNIP3,PRDM5,TMEM155,QRFPR,LOC100996694,PDE5A,GTF2IP12,LINC01061,ANXA5,NDNF,LOC645513,MAD2L1	NA	NA
chr4_123290697_123519137	IL2,ADAD1	Allograft rejection_IL2,Graft-versus-host disease_IL2,Type I diabetes mellitus_IL2,Intestinal immune network for IgA production_IL2,Autoimmune thyroid disease_IL2,Inflammatory bowel disease (IBD)_IL2,Th1 and Th2 cell differentiation_IL2,T cell receptor signaling pathway_IL2,Chagas disease (American trypanosomiasis)_IL2,C-type lectin receptor signaling pathway_IL2,Th17 cell differentiation_IL2,Measles_IL2,Jak-STAT signaling pathway_IL2,HTLV-I infection_IL2,Cytokine-cytokine receptor interaction_IL2,PI3K-Akt signaling pathway_IL2	NA
chr4_123848404_124086803	SPATA5	Ribosome biogenesis in eukaryotes_SPATA5	NA
chr4_124427893_125550263	LINC01091,LOC101927087	NA	NA
chr4_131484927_133810942	LINC01256,LOC101927305	NA	NA
chr5_19748002_20660154	CDH18	NA	NA
chr5_23777833_31511109	LOC105374704,LOC340107,LINC02103,CDH9,LINC01021,LOC105374693,CDH6,LINC02109,CDH10,LINC02064,DROSHA,LOC101929645,LSP1P3,C5orf17	Ribosome biogenesis in eukaryotes_DROSHA,Proteoglycans in cancer_DROSHA	DROSHA_TSG
chr5_32761682_34098404	TARS,RXFP3,C1QTNF3,NPR3,SLC45A2,C1QTNF3-AMACR,AMACR,LINC02120,ADAMTS12	Primary bile acid biosynthesis_AMACR	NA
chr5_35622699_35926460	IL7R,CAPSL,SPEF2	Primary immunodeficiency_IL7R,Hematopoietic cell lineage_IL7R,FoxO signaling pathway_IL7R,Jak-STAT signaling pathway_IL7R,Cytokine-cytokine receptor interaction_IL7R,PI3K-Akt signaling pathway_IL7R	IL7R_oncogene
chr5_44058144_44465738	FGF10-AS1,FGF10	Melanoma_FGF10,Breast cancer_FGF10,Gastric cancer_FGF10,Rap1 signaling pathway_FGF10,Regulation of actin cytoskeleton_FGF10,Ras signaling pathway_FGF10,MAPK signaling pathway_FGF10,PI3K-Akt signaling pathway_FGF10	NA
chr5_53313165_58240660	MIR449A,MIR4459,CCNO,LOC102467080,LINCR-0003,MIR449B,C5orf67,PLPP1,RAB3C,PLK2,SLC38A9,LOC101928505,LINC01948,GZMA,SNX18,ARL15,LINC01033,RNF138P1,MIR449C,LINC02101,HSPB3,SKIV2L2,MIER3,ACTBL2,LINC02108,ANKRD55,CDC20B,IL6ST,MAP3K1,DDX4,LOC102467081,MCIDAS,FLJ31104,IL31RA,DHX29,MIR5687,GPX8,GZMK,LOC101928539,SETD9,GAPT,GPBP1,MIR548AE2,ESM1	NA	IL6ST_oncogene,MAP3K1_oncogene/TSG
chr5_72014786_78337355	HMGCR,TMEM171,ZBED3-AS1,LOC105379030,ANKRA2,GFM2,POLK,S100Z,NCRUPAR,LOC441086,ZBED3,WDR41,LINC01386,F2RL2,SCAMP1-AS1,LOC101929154,TMEM174,LHFPL2,LINC01333,ARSB,LINC01336,ENC1,TBCA,TNPO1,PDE8B,HEXB,COL4A3BP,FOXD1,MIR4804,LOC101929109,ARHGEF28,SV2C,F2RL1,OTP,DMGDH,SNORA47,ANKDD1B,CRHBP,F2R,BTF3,LOC340090,FCHO2,UTP15,POC5,ANKRD31,SCAMP1,AGGF1,AP3B1,NSA2,LINC01335,LINC01331,FAM169A,GCNT4,IQGAP2	Glycosaminoglycan degradation_ARSB/HEXB,Lysosome_ARSB/HEXB/AP3B1	NA
chr5_95364582_95686993	MIR583,LOC101929710	NA	NA
chr5_95860053_96205227	CAST,ERAP1,LOC101929710	NA	NA
chr5_97928489_98087038	NA	NA	NA
chr5_101322613_101712319	SLCO4C1,SLCO6A1	NA	NA
chr5_102047533_102379160	PAM	NA	NA
chr5_109365008_115091756	LINC01957,TSLP,EPB41L4A,STARD4-AS1,FEM1C,LOC102467217,LOC101927078,TSSK1B,TMED7,KCNN2,EPB41L4A-AS1,NREP,WDR36,SLC25A46,LOC102467214,MIR548F3,YTHDC2,LOC102467216,TMEM232,REEP5,PGGT1B,EPB41L4A-AS2,TICAM2,APC,STARD4,NREP-AS1,SRP19,DCP2,CCDC112,TRIM36,TMED7-TICAM2,MCC,CAMK4,LOC101927023,LOC101927100,SNORA13	NA	APC_TSG
chr5_19377593_20813623	CDH18	NA	NA
chr5_25281914_65551017	C5orf42,IL7R,MIR449A,TARS,LOC105374704,OXCT1,OSMR-AS1,RXFP3,LINC02106,IPO11,CAPSL,MIR580,LOC100132356,MIR4459,LOC101928651,CCNO,FGF10-AS1,LOC101926960,CARD6,SNORD72,LOC102467080,BRIX1,LOC100506406,NUP155,SLC1A3,LINC02119,LINCR-0003,FBXO4,SREK1IP1,DEPDC1B,MIR4279,RAD1,MIR449B,PAIP1,HTR1A,SUB1,EGFLAM-AS2,MIR7641-2,ZNF131,HCN1,SMIM15-AS1,TTC23L,C5orf67,FST,DAB2,WDR70,TRIM23,EMB,FLJ32255,LMBRD2,MTMR12,C5orf64-AS1,UGT3A1,PLPP1,RAB3C,PLK2,C5orf64,RANBP3L,ZFR,LOC153684,SLC38A9,BRCAT107,GDNF,LOC101928505,EGFLAM-AS4,SGTB,ANXA2R,LIFR-AS1,LINC01948,C5orf51,ISL1,FAM159B,C1QTNF3,CWC27,LINC00603,LINC02103,CDH9,LOC257396,GZMA,NNT,EGFLAM,NLN,SNX18,TMEM267,NPR3,OXCT1-AS1,NDUFAF2,MROH2B,MIR579,GHR,LOC642366,LOC100506548,LOC100303749,SMIM15,LOC105374727,SLC45A2,ARL15,LINC01033,CENPK,LIFR,SREK1,RNF138P1,MIR449C,C5orf22,LINC02101,LINC01021,C5orf34,PELO,HMGCS1,LOC648987,IPO11-LRRC70,LOC105374693,ERCC8,LINC02110,OSMR,CDH6,HSPB3,PLCXD3,SKIV2L2,LINC02109,ZSWIM6,MIER3,ACTBL2,PDE4D,SKP2,PART1,LINC02108,GOLPH3,NDUFS4,LRRC70,CCDC152,RNF180,C1QTNF3-AMACR,ITGA2,LINC01265,BRCAT54,NIPBL,AMACR,ANKRD55,FYB,RICTOR,MIR3650,AGXT2,RAI14,TTC33,MOCS2,CDC20B,RGS7BP,LINC02104,CCL28,C7,LINC02064,DNAJC21,IL6ST,ERBIN,ITGA1,DIMT1,MAP3K1,DDX4,MRPS30,LOC102467081,MCIDAS,RPL37,DROSHA,KIF2A,FLJ31104,LINC02120,MIR581,GDNF-AS1,LOC101929645,NIM1K,SELENOP,IL31RA,PDZD2,PRKAA1,PRLR,ADAMTS6,DHX29,LOC100506639,MIR5687,GPX8,C6,GZMK,PTGER4,LSP1P3,LOC101928539,PPWD1,SETD9,C9,GAPT,GPBP1,PARP8,ADAMTS12,ELOVL7,FGF10,NADK2,MIR548AE2,UGT3A2,TRAPPC13,NNT-AS1,SPEF2,NIPBL-AS1,ESM1	NA	IL7R_oncogene,IL6ST_oncogene,MAP3K1_oncogene/TSG,DROSHA_TSG
chr5_67631878_68758697	SLC30A5,CCNB1,CCDC125,TAF9,CENPH,MARVELD2,LOC101928885,CDK7,MRPS36,AK6,RAD17	Basal transcription factors_TAF9/CDK7,Cell cycle_CCNB1/CDK7	NA
chr5_69256249_80164280	HMGCR,TMEM171,ZBED3-AS1,ANKRD34B,LOC105379030,ANKRA2,GFM2,MAP1B,SMN1,POLK,S100Z,SMA5,LINC01337,NCRUPAR,BHMT2,LOC441086,CMYA5,ZBED3,MTRNR2L2,FAM151B,WDR41,LINC01386,LOC102724392,MSH3,F2RL2,LOC441081,CRSP8P,SCAMP1-AS1,LOC101929154,TMEM174,NAIP,LHFPL2,SERINC5,GUSBP9,CTD-2201I18.1,SMA4,LOC647859,LINC01333,SMN2,ARSB,BDP1,LINC01336,SERF1B,ENC1,LOC644936,TBCA,GTF2H2B,GUSBP3,THBS4,TNPO1,GTF2H2,BHMT,PDE8B,HEXB,JMY,COL4A3BP,FOXD1,MIR4804,LOC101929109,ARHGEF28,LOC102503427,SV2C,F2RL1,HOMER1,OTP,SPZ1,PAPD4,DMGDH,SNORA47,ANKDD1B,CRHBP,SERF1A,F2R,BTF3,LOC340090,MIR4803,MRPS27,CARTPT,FCHO2,UTP15,POC5,ANKRD31,SCAMP1,AGGF1,LINC01455,MCCC2,ZNF366,AP3B1,PMCHL2,MTX3,DHFR,NSA2,LINC01335,LINC02056,LINC01331,FAM169A,ZFYVE16,GCNT4,PTCD2,IQGAP2	NA	NA
chr5_88789090_89327676	MIR3660	NA	NA
chr5_89628757_102229307	LINC02113,SLF1,RGMB,PAM,POU5F2,LINC01554,GPR150,MIR583,ERAP2,LOC100133050,TTC37,MIR2277,PCSK1,NR2F1,CHD1,POLR3G,LUCAT1,RHOBTB3,RGMB-AS1,LINC00492,FAM81B,LNPEP,LOC731157,FAM174A,ST8SIA4,ARRDC3,LINC01340,ELL2,CETN3,SPATA9,RIOK2,LOC100289230,RFESD,ARSK,LINC00491,ARRDC3-AS1,ADGRV1,CAST,FAM172A,ERAP1,LIX1,SLCO4C1,NR2F1-AS1,LYSMD3,KIAA0825,LOC101929710,GLRX,SLCO6A1,MCTP1,MIR548P,MBLAC2	NA	NA
chr5_102276139_105996131	PAM,LINC02115,PPIP5K2,RAB9BP1,NUDT12,GIN1,C5orf30	Nicotinate and nicotinamide metabolism_NUDT12,Peroxisome_NUDT12,Phosphatidylinositol signaling system_PPIP5K2	NA
chr5_20739496_30260553	LOC105374704,LOC340107,GUSBP1,SNORA105A,PRDM9,LINC02103,CDH9,SNORA105B,CDH12,LINC01021,LOC105374693,LINC02109,CDH10,PMCHL1,LINC02064,LOC101929645,LSP1P3,C5orf17	Lysine degradation_PRDM9	NA
chr5_30664349_30904875	NA	NA	NA
chr5_30922905_32323240	MIR4279,MTMR12,C5orf22,CDH6,GOLPH3,DROSHA,PDZD2	Ribosome biogenesis in eukaryotes_DROSHA,Proteoglycans in cancer_DROSHA	DROSHA_TSG
chr5_32451769_40121477	C5orf42,IL7R,TARS,OSMR-AS1,RXFP3,CAPSL,MIR580,BRIX1,LOC100506406,NUP155,SLC1A3,LINC02119,RAD1,SUB1,EGFLAM-AS2,MIR7641-2,TTC23L,DAB2,WDR70,LMBRD2,UGT3A1,RANBP3L,GDNF,EGFLAM-AS4,LIFR-AS1,C1QTNF3,LINC00603,EGFLAM,NPR3,LOC105374727,SLC45A2,LIFR,LINC02110,OSMR,SKP2,C1QTNF3-AMACR,LINC01265,NIPBL,AMACR,FYB,RICTOR,MIR3650,AGXT2,RAI14,LINC02104,DNAJC21,LINC02120,GDNF-AS1,PRLR,C9,ADAMTS12,NADK2,UGT3A2,SPEF2,NIPBL-AS1	Jak-STAT signaling pathway_IL7R/LIFR/OSMR/PRLR,Cytokine-cytokine receptor interaction_IL7R/LIFR/OSMR/PRLR	IL7R_oncogene
chr6_41030698_41276119	OARD1,TREML3P,TREM2,TREML4,TREM1,TREML5P,TREML1,APOBEC2,ADCY10P1,TREML2,NFYA	Antigen processing and presentation_NFYA,Osteoclast differentiation_TREM2,Tuberculosis_NFYA	NA
chr6_42114790_42836322	MRPS10,TBCC,PRPH2,ATP6V0CP3,UBR2,GUCA1A,GLTSCR1L,TRERF1,LOC401261,GUCA1B	Phototransduction_GUCA1A/GUCA1B	NA
chr6_48051995_49285123	NA	NA	NA
chr6_49627615_50399163	DEFB112,PGK2,DEFB133,DEFB113,LOC101927048,LOC101927020,CRISP2,DEFB110,DEFB114,CRISP3,CRISP1	Glycolysis / Gluconeogenesis_PGK2,Biosynthesis of amino acids_PGK2,Carbon metabolism_PGK2	NA
chr6_50731270_51039825	TFAP2D,TFAP2B	NA	NA
chr6_52730225_52861089	GSTA4,GSTA3	Glutathione metabolism_GSTA4/GSTA3,Drug metabolism - cytochrome P450_GSTA4/GSTA3,Platinum drug resistance_GSTA4/GSTA3,Metabolism of xenobiotics by cytochrome P450_GSTA4/GSTA3,Drug metabolism - other enzymes_GSTA4/GSTA3,Chemical carcinogenesis_GSTA4/GSTA3,Fluid shear stress and atherosclerosis_GSTA4/GSTA3,Hepatocellular carcinoma_GSTA4/GSTA3	NA
chr6_53809895_55474423	HMGCLL1,FAM83B,MLIP-IT1,LOC101927189,TINAG,GFRAL,HCRTR2,MLIP	Synthesis and degradation of ketone bodies_HMGCLL1,Butanoate metabolism_HMGCLL1,Valine, leucine and isoleucine degradation_HMGCLL1,Peroxisome_HMGCLL1	NA
chr6_56657776_56969872	BEND6,KIAA1586,LOC101930010,ZNF451,DST	NA	NA
chr6_60768261_63030532	MTRNR2L9,KHDRBS2	NA	NA
chr6_64972844_65226434	EYS	NA	NA
chr6_66201371_66586786	EYS,SLC25A51P1	NA	NA
chr6_68098983_68379088	NA	NA	NA
chr6_68479879_68924680	LOC102723883	NA	NA
chr6_69745287_70389137	ADGRB3,LMBRD1	Vitamin digestion and absorption_LMBRD1	NA
chr6_73345016_73551217	KCNQ5-IT1,KCNQ5	Cholinergic synapse_KCNQ5	NA
chr6_73614821_74622695	OOEP,KHDC1L,LOC101928489,KCNQ5-AS1,SNORD141B,MIR4282,DPPA5,MB21D1,SNORD141A,KHDC3L,SLC17A5,KCNQ5,KHDC1,DDX43,MTO1,EEF1A1,CD109	NA	NA
chr6_75047131_75551023	LOC101928516	NA	NA
chr6_75560629_75668213	NA	NA	NA
chr6_75871054_76136826	LOC100506804,TMEM30A,LOC101928540,COX7A2,FILIP1,COL12A1	NA	NA
chr6_77532133_77711924	NA	NA	NA
chr7_78893594_79103594	MAGI2,MAGI2-AS3	Rap1 signaling pathway_MAGI2	NA
chr7_80472465_82728612	CACNA2D1,LOC105369146,LOC100128317,LOC101927356,HGF,SEMA3C,PCLO	NA	NA
chr7_84324513_102463262	TRIP6,LOC101927497,CLDN12,PVRIG,GS1-259H13.2,TMEM130,KPNA7,LOC105375396,TMEM243,LINC00972,TP53TG1,SLC25A40,LAMTOR4,SERPINE1,POLR2J3,PDAP1,KIAA1324L,ZAN,COPS6,STEAP4,RASA4,CYP3A5,NPTX2,ASB4,MIR653,CDK6,LOC105375401,ZNF394,GRM3,SLC25A13,IFT22,MUC12,ORAI2,GATS,PON3,CDK14,LOC101927746,MIR5692A2,CLDN15,TAF6,LOC105375429,ATP5J2,PILRB,FAM200A,LOC100506136,SPDYE2B,MIR489,CYP3A7-CYP3A51P,KRIT1,LOC102723885,POLR2J2,ACTL6B,AP4M1,GATAD1,MOSPD3,PCOLCE,DPY19L2P4,MEPCE,SMURF1,UFSP1,SAMD9L,PCOLCE-AS1,MIR4467,MGC72080,OCM2,MIR106B,ANKIB1,SPDYE3,MIR5090,PTCD1,SCARNA28,ZCWPW1,PPP1R35,SAP25,LOC101409256,MIR548O,MYL10,LOC100289561,CUX1,COL26A1,SEM1,PON2,MOGAT3,TRIM4,CPSF4,FIS1,TRIM56,CYP3A7,SPDYE2,CNPY4,AZGP1P1,MYH16,ZNF789,FAM133DP,MUC3A,VGF,BUD31,LRCH4,CFAP69,SRI,HEPACAM2,MIR4652,POP7,MCM7,ZSCAN21,BRI3,SGCE,TAC1,SAMD9,PON1,RUNDC3B,RASA4B,SLC12A9,AGFG2,FZD1,DLX6-AS1,ADAM22,NAT16,SRRT,ZKSCAN5,DMTF1,MTERF1,MIR4285,MIR4653,MIR6840,ZKSCAN1,SH2B2,AZGP1,PEG10,ZSCAN25,LINC01007,PMS2P1,MIR93,LOC101927446,PPP1R9A,MIR591,ZNHIT1,FAM133B,NYAP1,MUC17,FBXO24,AKAP9,ZASP,POLR2J,C7orf62,LOC100630923,TFR2,C7orf61,ARPC1A,UPK3BL,TFPI2,SDHAF3,MIR4658,SPDYE6,OR2AE1,GNB2,PLOD3,TECPR1,DLX5,CYP3A43,CALCR,GTPBP10,VPS50,BHLHA15,ASNS,MIR3609,PILRA,EPO,ABCB4,ACHE,ARPC1B,LRRD1,COL1A2,GNGT1,STEAP2,MBLAC1,FAM185A,GIGYF1,STAG3L5P-PVRIG2P-PILRB,GAL3ST4,FBXL13,PRKRIP1,MIR5692C2,PDK4,PVRIG2P,ZNF655,TRRAP,LRWD1,C7orf76,SEMA3D,EPHB4,ZNF3,LOC101927550,CYP3A4,PEX1,CYP51A1,MIR6875,CASD1,ALKBH4,STAG3L5P,RBM48,CYP51A1-AS1,AP1S1,DBF4,MIR5692A1,CROT,LMTK2,DYNC1I1,STEAP2-AS1,MIR25,LOC102724094,STAG3,GNG11,BET1,GJC3,ABCB1,TSC22D4,ZNF804B,GPC2,ATP5J2-PTCD1,STEAP1,DLX6,LOC101927420,C7orf43,BAIAP2L1	NA	CDK6_oncogene,CUX1_oncogene/TSG,AKAP9_oncogene,TRRAP_oncogene
chr7_97429_6824014	RSPH10B,ACTB,PRKAR1B,ZDHHC4,AP5Z1,EIF2AK1,MIR589,LOC101927000,LOC102723672,WI2-2373I1.2,MIR6836,ELFN1-AS1,RAC1,TNRC18,RNF216P1,MRM2,RNF216-IT1,CYTH3,PMS2CL,UNCX,TFAMP1,LOC101926963,SLC29A4,MIR4655,LOC100129603,EIF3B,LOC105375115,LOC101927021,TMEM184A,C7orf50,PSMG3,LOC101927181,RADIL,MMD2,RBAKDN,LOC442497,RNF216,MAD1L1,ZNF890P,SNX8,NUDT1,WIPI2,GRID2IP,C7orf26,CARD11,DAGLB,IQCE,MIR4656,FAM220A,ZNF815P,MIR4648,MICALL2,BRAT1,RBAK-RBAKDN,OCM,FSCN1,LOC221946,SDK1,KDELR2,ZFAND2A,LOC100507642,FBXL18,PDGFA,INTS1,MAFK,ZNF12,TTYH3,USP42,GNA12,FAM20C,MIR6874,COX19,DNAAF5,MIR339,RSPH10B2,GPER1,GRIFIN,ANKRD61,AIMP2,LFNG,PSMG3-AS1,GPR146,CYP2W1,HRAT92,RBAK,GET4,ADAP1,PAPOLB,ZNF853,SUN1,CHST12,FOXK1,ZNF316,ELFN1,PMS2,CCZ1,AMZ1	NA	RAC1_oncogene,CARD11_oncogene
chr7_9057063_9197116	NA	NA	NA
chr7_10551228_15123913	VWDE,ARL4A,NDUFA4,THSD7A,DGKB,SCIN,LOC102725191,ETV1,TMEM106B,PHF14	NA	ETV1_oncogene/fusion
chr7_15163926_15494714	AGMO	NA	NA
chr7_16308180_19070988	KCCAT333,AGR3,SNX13,SOSTDC1,PRPS1L1,MIR1302-6,TSPAN13,LRRC72,ISPD-AS1,LOC101927630,ANKMY2,BZW2,ISPD,HDAC9,AHR,AGR2	NA	NA
chr7_19896048_20948175	RPL23P8,LINC01162,LOC101927769,LOC101927668,LOC100506098,SP8,LOC101927811,ABCB5,ITGB8,MACC1,MACC1-AS1	ABC transporters_ABCB5,Arrhythmogenic right ventricular cardiomyopathy (ARVC)_ITGB8,ECM-receptor interaction_ITGB8,Hypertrophic cardiomyopathy (HCM)_ITGB8,Dilated cardiomyopathy (DCM)_ITGB8	NA
chr7_25268049_28834879	TAX1BP1,EVX1-AS,HOXA10-AS,CBX3,HOXA-AS2,HOXA11-AS,TSL,HOXA1,HOXA13,HOXA10,HOXA2,HNRNPA2B1,HOXA-AS3,HOXA5,MIR148A,HOXA11,LOC441204,NPVF,HOXA10-HOXA9,HIBADH,HOXA6,NFE2L3,HOTAIRM1,MIR196B,EVX1,JAZF1,C7orf71,HOXA7,KIAA0087,HOXA4,LOC105375304,SNX10,HOTTIP,HOXA9,HOXA3,CREB5,JAZF1-AS1,SKAP2	Transcriptional misregulation in cancer_HOXA10/HOXA11/HOXA9	HOXA13_oncogene,HOXA11_oncogene,HOXA9_oncogene
chr7_29001253_31508271	ZNRF2P2,LOC100506497,LINC01176,PLEKHA8,LOC401320,CPVL,LOC102724484,NEUROD6,SCRN1,MIR550A3,GHRHR,NOD1,LOC646762,CHN2,MTURN,INMT-FAM188B,LOC105375218,ZNRF2,PRR15,FKBP14,MIR550A1,MIR550B1,FAM188B,DKFZP586I1420,LOC101928168,ADCYAP1R1,CRHR2,GGCT,INMT,WIPF3,GARS,DPY19L2P3,AQP1	Renin secretion_ADCYAP1R1/AQP1,Neuroactive ligand-receptor interaction_GHRHR/ADCYAP1R1/CRHR2	NA
chr7_31734578_33263695	KBTBD2,PDE1C,NT5C3A,BBS9,ZNRF2P1,RP9P,LSM5,DPY19L1P1,FKBP9,LOC100130673,LINC00997,MIR550A2,PPP1R17,RP9,MIR550B2,AVL9,DPY19L1P2	Spliceosome_LSM5/RP9,Purine metabolism_PDE1C/NT5C3A	NA
chr7_46791333_46931649	NA	NA	NA
chr7_47143393_48221338	HUS1,LINC00525,LINC01447,TNS3,C7orf57,UPP1,C7orf69,SUN3,C7orf65,PKD1L1,ABCA13	NA	NA
chr7_50353797_56548592	DDC-AS1,LINC01445,LANCL2,SEPT14,GRB10,VSTM2A-OT1,COBL,ELDR,NUPR2,PHKG1,LOC100996654,LINC01446,EGFR,IKZF1,VOPP1,SNORA15,EGFR-AS1,SUMF2,FIGNL1,MRPS17,SEC61G,LOC650226,HPVC1,ZNF713,POM121L12,CHCHD2,GBAS,CCT6A,FKBP9P1,DDC,VSTM2A,PSPH	NA	EGFR_oncogene,IKZF1_TSG
chr8_57609349_57686014	NA	NA	NA
chr8_60392358_65038944	RAB2A,ASPH,CLVS1,YTHDF3-AS1,CA8,GGH,LINC01289,LINC01301,CHD7,YTHDF3,TTPA,LOC102724623,LOC100130298,NKAIN3,LOC102724612,MIR4470,UG0898H09	Nitrogen metabolism_CA8,Folate biosynthesis_GGH,Antifolate resistance_GGH,AMPK signaling pathway_RAB2A	NA
chr8_66788878_66879137	NA	NA	NA
chr9_70861163_71220821	PGM5-AS1,FOXD4L3,PGM5,CBWD5,CBWD3,LINC01506,TMEM252	NA	NA
chr9_76311560_76592580	NA	NA	NA
chr9_77328819_77465508	TRPM6	Mineral absorption_TRPM6	NA
